Postal.Code;Municipality
6530;THUIN
6530;THUIN
6531;THUIN
6532;THUIN
6533;THUIN
6534;THUIN
6536;THUIN
6536;THUIN
6540;LOBBES
6540;LOBBES
6542;LOBBES
6543;LOBBES
6560;ERQUELINNES
6560;ERQUELINNES
6560;ERQUELINNES
6560;ERQUELINNES
6560;ERQUELINNES
6560;ERQUELINNES
6567;MERBES-LE-CHATEAU
6567;MERBES-LE-CHATEAU
6567;MERBES-LE-CHATEAU
6567;MERBES-LE-CHATEAU
6590;MOMIGNIES
6591;MOMIGNIES
6592;MOMIGNIES
6593;MOMIGNIES
6594;MOMIGNIES
6596;MOMIGNIES
6596;MOMIGNIES
7000;MONS
7011;MONS
7012;MONS
7012;MONS
7020;MONS
7020;MONS
7021;MONS
7022;MONS
7022;MONS
7022;MONS
7022;MONS
7022;MONS
7024;MONS
7030;MONS
7031;MONS
7032;MONS
7033;MONS
7034;MONS
7034;MONS
7040;QUEVY
7040;QUEVY
7040;QUEVY
7040;QUEVY
7040;QUEVY
7040;QUEVY
7040;QUEVY
7040;QUEVY
7040;QUEVY
7041;QUEVY
7041;QUEVY
7050;JURBISE
7050;JURBISE
7050;JURBISE
7050;JURBISE
7050;JURBISE
7050;JURBISE
7060;SOIGNIES
7060;SOIGNIES
7061;SOIGNIES
7061;SOIGNIES
7062;SOIGNIES
7063;SOIGNIES
7063;SOIGNIES
7070;LE ROEULX
7070;LE ROEULX
7070;LE ROEULX
7070;LE ROEULX
7070;LE ROEULX
7080;FRAMERIES
7080;FRAMERIES
7080;FRAMERIES
7080;FRAMERIES
7080;FRAMERIES
7090;BRAINE-LE-COMTE
7090;BRAINE-LE-COMTE
7090;BRAINE-LE-COMTE
7090;BRAINE-LE-COMTE
7090;BRAINE-LE-COMTE
7090;BRAINE-LE-COMTE
7100;LA LOUVIERE
7100;LA LOUVIERE
7100;LA LOUVIERE
7100;LA LOUVIERE
7100;LA LOUVIERE
7110;LA LOUVIERE
7110;LA LOUVIERE
7110;LA LOUVIERE
7110;LA LOUVIERE
7110;LA LOUVIERE
7120;ESTINNES
7120;ESTINNES
7120;ESTINNES
7120;ESTINNES
7120;ESTINNES
7120;ESTINNES
7120;ESTINNES
7120;ESTINNES
7120;ESTINNES
7120;ESTINNES
7130;BINCHE
7130;BINCHE
7130;BINCHE
7131;BINCHE
7133;BINCHE
7134;BINCHE
7134;BINCHE
7134;BINCHE
7134;BINCHE
7140;MORLANWELZ
7140;MORLANWELZ
7141;MORLANWELZ
7141;MORLANWELZ
7160;CHAPELLE-LEZ-HERLAIMONT
7160;CHAPELLE-LEZ-HERLAIMONT
7160;CHAPELLE-LEZ-HERLAIMONT
7170;MANAGE
7170;MANAGE
7170;MANAGE
7170;MANAGE
7170;MANAGE
7180;SENEFFE
7181;SENEFFE
7181;SENEFFE
7181;SENEFFE
7181;SENEFFE
7190;ECAUSSINNES
7190;ECAUSSINNES
7190;ECAUSSINNES
7191;ECAUSSINNES
7300;BOUSSU
7301;BOUSSU
7320;BERNISSART
7321;BERNISSART
7321;BERNISSART
7322;BERNISSART
7322;BERNISSART
7330;SAINT-GHISLAIN
7331;SAINT-GHISLAIN
7332;SAINT-GHISLAIN
7332;SAINT-GHISLAIN
7333;SAINT-GHISLAIN
7334;SAINT-GHISLAIN
7334;SAINT-GHISLAIN
7340;COLFONTAINE
7340;COLFONTAINE
7340;COLFONTAINE
7340;COLFONTAINE
7350;HENSIES
7350;HENSIES
7350;HENSIES
7350;HENSIES
7370;DOUR
7370;DOUR
7370;DOUR
7370;DOUR
7380;QUIEVRAIN
7380;QUIEVRAIN
7382;QUIEVRAIN
7387;HONNELLES
7387;HONNELLES
7387;HONNELLES
7387;HONNELLES
7387;HONNELLES
7387;HONNELLES
7387;HONNELLES
7387;HONNELLES
7387;HONNELLES
7387;HONNELLES
7387;HONNELLES
7390;QUAREGNON
7390;QUAREGNON
7500;TOURNAI
7500;TOURNAI
7500;TOURNAI
7501;TOURNAI
7502;TOURNAI
7503;TOURNAI
7504;TOURNAI
7506;TOURNAI
7520;TOURNAI
7520;TOURNAI
7521;TOURNAI
7522;TOURNAI
7522;TOURNAI
7522;TOURNAI
7522;TOURNAI
7530;TOURNAI
7531;TOURNAI
7532;TOURNAI
7533;TOURNAI
7534;TOURNAI
7534;TOURNAI
7536;TOURNAI
7538;TOURNAI
7540;TOURNAI
7540;TOURNAI
7540;TOURNAI
7540;TOURNAI
7542;TOURNAI
7543;TOURNAI
7548;TOURNAI
7600;PERUWELZ
7601;PERUWELZ
7602;PERUWELZ
7603;PERUWELZ
7604;PERUWELZ
7604;PERUWELZ
7604;PERUWELZ
7604;PERUWELZ
7604;PERUWELZ
7608;PERUWELZ
7610;RUMES
7611;RUMES
7618;RUMES
7620;BRUNEHAUT
7620;BRUNEHAUT
7620;BRUNEHAUT
7620;BRUNEHAUT
7620;BRUNEHAUT
7620;BRUNEHAUT
7621;BRUNEHAUT
7622;BRUNEHAUT
7623;BRUNEHAUT
7624;BRUNEHAUT
7640;ANTOING
7640;ANTOING
7640;ANTOING
7641;ANTOING
7642;ANTOING
7643;ANTOING
7700;MOESKROEN
7700;MOESKROEN
7711;MOESKROEN
7712;MOESKROEN
7730;ESTAIMPUIS
7730;ESTAIMPUIS
7730;ESTAIMPUIS
7730;ESTAIMPUIS
7730;ESTAIMPUIS
7730;ESTAIMPUIS
7730;ESTAIMPUIS
7740;PECQ
7740;PECQ
7742;PECQ
7743;PECQ
7743;PECQ
7750;MONT-DE-L'ENCLUS
7750;MONT-DE-L'ENCLUS
7750;MONT-DE-L'ENCLUS
7750;MONT-DE-L'ENCLUS
7750;MONT-DE-L'ENCLUS
7760;CELLES
7760;CELLES
7760;CELLES
7760;CELLES
7760;CELLES
7760;CELLES
7780;KOMEN-WAASTEN
7780;KOMEN-WAASTEN
7781;KOMEN-WAASTEN
7782;KOMEN-WAASTEN
7783;KOMEN-WAASTEN
7784;KOMEN-WAASTEN
7784;KOMEN-WAASTEN
7800;ATH
7800;ATH
7801;ATH
7802;ATH
7803;ATH
7804;ATH
7804;ATH
7810;ATH
7811;ATH
7812;ATH
7812;ATH
7812;ATH
7812;ATH
7812;ATH
7812;ATH
7822;ATH
7822;ATH
7822;ATH
7823;ATH
7830;SILLY
7830;SILLY
7830;SILLY
7830;SILLY
7830;SILLY
7830;SILLY
7830;SILLY
7830;SILLY
7850;EDINGEN
7850;EDINGEN
7850;EDINGEN
7860;LESSINES
7861;LESSINES
7861;LESSINES
7862;LESSINES
7863;LESSINES
7864;LESSINES
7866;LESSINES
7866;LESSINES
7870;LENS
7870;LENS
7870;LENS
7870;LENS
7870;LENS
7880;VLOESBERG
7890;ELLEZELLES
7890;ELLEZELLES
7890;ELLEZELLES
7900;LEUZE-EN-HAINAUT
7900;LEUZE-EN-HAINAUT
7901;LEUZE-EN-HAINAUT
7903;LEUZE-EN-HAINAUT
7903;LEUZE-EN-HAINAUT
7903;LEUZE-EN-HAINAUT
7904;LEUZE-EN-HAINAUT
7904;LEUZE-EN-HAINAUT
7904;LEUZE-EN-HAINAUT
7906;LEUZE-EN-HAINAUT
7910;FRASNES-LEZ-ANVAING
7910;FRASNES-LEZ-ANVAING
7910;FRASNES-LEZ-ANVAING
7910;FRASNES-LEZ-ANVAING
7910;FRASNES-LEZ-ANVAING
7910;FRASNES-LEZ-ANVAING
7910;FRASNES-LEZ-ANVAING
7910;FRASNES-LEZ-ANVAING
7911;FRASNES-LEZ-ANVAING
7911;FRASNES-LEZ-ANVAING
7911;FRASNES-LEZ-ANVAING
7911;FRASNES-LEZ-ANVAING
7911;FRASNES-LEZ-ANVAING
7911;FRASNES-LEZ-ANVAING
7911;FRASNES-LEZ-ANVAING
7912;FRASNES-LEZ-ANVAING
7912;FRASNES-LEZ-ANVAING
7940;BRUGELETTE
7940;BRUGELETTE
7941;BRUGELETTE
7942;BRUGELETTE
7943;BRUGELETTE
7950;CHIEVRES
7950;CHIEVRES
7950;CHIEVRES
7950;CHIEVRES
7950;CHIEVRES
7951;CHIEVRES
7970;BELOEIL
7971;BELOEIL
7971;BELOEIL
7971;BELOEIL
7971;BELOEIL
7972;BELOEIL
7972;BELOEIL
7972;BELOEIL
7973;BELOEIL
7973;BELOEIL
