Postal.Code;Municipality
8570;ANZEGEM
8572;ANZEGEM
8573;ANZEGEM
8580;AVELGEM
8581;AVELGEM
8581;AVELGEM
8582;AVELGEM
8583;AVELGEM
8587;SPIERE-HELKIJN
8587;SPIERE-HELKIJN
8587;SPIERE-HELKIJN
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8600;DIKSMUIDE
8610;KORTEMARK
8610;KORTEMARK
8610;KORTEMARK
8610;KORTEMARK
8620;NIEUWPOORT
8620;NIEUWPOORT
8620;NIEUWPOORT
8630;VEURNE
8630;VEURNE
8630;VEURNE
8630;VEURNE
8630;VEURNE
8630;VEURNE
8630;VEURNE
8630;VEURNE
8630;VEURNE
8630;VEURNE
8630;VEURNE
8640;VLETEREN
8640;VLETEREN
8640;VLETEREN
8640;VLETEREN
8647;LO-RENINGE
8647;LO-RENINGE
8647;LO-RENINGE
8647;LO-RENINGE
8647;LO-RENINGE
8650;HOUTHULST
8650;HOUTHULST
8650;HOUTHULST
8660;DE PANNE
8660;DE PANNE
8670;KOKSIJDE
8670;KOKSIJDE
8670;KOKSIJDE
8680;KOEKELARE
8680;KOEKELARE
8680;KOEKELARE
8690;ALVERINGEM
8690;ALVERINGEM
8690;ALVERINGEM
8690;ALVERINGEM
8691;ALVERINGEM
8691;ALVERINGEM
8691;ALVERINGEM
8691;ALVERINGEM
8691;ALVERINGEM
8700;TIELT
8700;TIELT
8700;TIELT
8700;TIELT
8710;WIELSBEKE
8710;WIELSBEKE
8710;WIELSBEKE
8720;DENTERGEM
8720;DENTERGEM
8720;DENTERGEM
8720;DENTERGEM
8730;BEERNEM
8730;BEERNEM
8730;BEERNEM
8740;PITTEM
8740;PITTEM
8750;WINGENE
8750;WINGENE
8755;RUISELEDE
8760;MEULEBEKE
8770;INGELMUNSTER
8780;OOSTROZEBEKE
8790;WAREGEM
8791;WAREGEM
8792;WAREGEM
8793;WAREGEM
8800;ROESELARE
8800;ROESELARE
8800;ROESELARE
8800;ROESELARE
8810;LICHTERVELDE
8820;TORHOUT
8830;HOOGLEDE
8830;HOOGLEDE
8840;STADEN
8840;STADEN
8840;STADEN
8850;ARDOOIE
8851;ARDOOIE
8860;LENDELEDE
8870;IZEGEM
8870;IZEGEM
8870;IZEGEM
8880;LEDEGEM
8880;LEDEGEM
8880;LEDEGEM
8890;MOORSLEDE
8890;MOORSLEDE
8900;IEPER
8900;IEPER
8900;IEPER
8900;IEPER
8902;IEPER
8902;IEPER
8902;IEPER
8904;IEPER
8904;IEPER
8906;IEPER
8908;IEPER
8920;LANGEMARK-POELKAPELLE
8920;LANGEMARK-POELKAPELLE
8920;LANGEMARK-POELKAPELLE
8920;LANGEMARK-POELKAPELLE
8930;MENEN
8930;MENEN
8930;MENEN
8940;WERVIK
8940;WERVIK
8950;HEUVELLAND
8950;HEUVELLAND
8951;HEUVELLAND
8952;HEUVELLAND
8953;HEUVELLAND
8954;HEUVELLAND
8956;HEUVELLAND
8957;MESEN
8958;HEUVELLAND
8970;POPERINGE
8970;POPERINGE
8972;POPERINGE
8972;POPERINGE
8972;POPERINGE
8978;POPERINGE
8980;ZONNEBEKE
8980;ZONNEBEKE
8980;ZONNEBEKE
8980;ZONNEBEKE
8980;ZONNEBEKE
